participantId,sum_score_z,format,task
5755c957eb80c4000741a9ce,3.3624952005011743,json5,user_study
5795af044a84da00014c5df1,0.39864961796213194,json,user_study
57ca4b09993b08000192297b,1.0816519420277386,xml,user_study
588ab33542c8e900019d02ae,-1.4716182668971518,jsonc,user_study
589cd166b2a7180001f0527d,-2.418214403266411,jsonc,user_study
5b3ec4332a5fbf00014eae57,1.5525154867836757,toml,user_study
5c4f5967aac8be0001716a65,1.0836083369250256,xml,user_study
5e5c993cd0394c474f7cc502,1.6569552154233347,toml,user_study
5ea90bb434d5e337e98c7edd,-0.20826826744293092,json5,user_study
5ee4a14b578f8a000b384376,1.592796051265192,yaml,user_study
5f7f239e9b204e05b6c36538,-2.119737202509874,json5,user_study
5fb4fcd1fce53c30649dd704,-1.2161802173221006,xml,user_study
606c7d27f4f3ae688332a55d,0.6072391070978012,toml,user_study
6081728972120aa7f9685791,3.88469956388734,json,user_study
6094ce8d0764c24f352d1fe5,1.5939989363080087,hjson,user_study
60e2bf0aa568b97e8d525872,0.7480033454225422,toml,user_study
60e2ebb6ad1d5ee0e515a7c5,0.7346164590386687,yaml,user_study
60e343946a7faddde88fbe3c,-0.5413817858168535,yaml,user_study
60ec51c51a3158a50ded8a3e,2.9912100696789956,json5,user_study
60f70af563ef757f65e750e0,-0.657243222847708,xml,user_study
60f7c71d1cffec381351b0b3,0.17115011058876667,xml,user_study
611d0afbb2a19acfd012545b,2.133939078777743,toml,user_study
61287939bc5a971fc15333e4,-1.4245694622093388,json,user_study
613a541cf948d295c1df8752,0.5008663892343459,jsonc,user_study
61601e9a6b8306196d2a129c,0.922021810683491,hjson,user_study
616e5ae706e970fe0aff99b6,1.584089782188749,hjson,user_study
62d6d87d91cf24a3c1c0f10c,-0.1810911986730449,hjson,user_study
62d7fef5538b81f205ba4656,1.9705544681174305,xml,user_study
63af557b3d4f219c3226b7d6,3.621145141905833,yaml,user_study
645b519f108c046164a6d232,1.1630711027731933,yaml,user_study
651b29ff3a6cadf518640abe,0.4201679937354995,xml,user_study
65298aca34ac384b783169d4,-0.33652052171447633,jsonc,user_study
6554e79557e3d6be08e32ceb,0.13321291608047564,yaml,user_study
65583ffa38bfc41805a553cd,0.02189399207585624,hjson,user_study
659960f32faa4ff4b116de92,1.5839232200321747,toml,user_study
65e85a421f2dee53c62fbf45,-0.8661616118792989,json5,user_study
65f4ab7884f8411c9e11a34e,-0.0657996062806584,json5,user_study
65fad6c874ac75642ffc254b,0.9147324802779093,hjson,user_study
65fae23bd06ae76bcc297e8b,-2.760622337624408,hjson,user_study
65fb13bebfa339f73b4cf76a,-2.1586568081365605,jsonc,user_study
65fb236a5a78fcf672df7469,-0.1728832674138746,json,user_study
65feaaac53eb219f09ad5ea0,0.08128352665896066,toml,user_study
660eafee7515c432e850362d,0.01228793699378472,hjson,user_study
66311bae532a469f4858933e,1.759044276435691,toml,user_study
6647e8618c77f7b938865d25,0.48260914768770535,json5,user_study
664e413a5f3eb7f99d90e15b,2.2742131281659024,json,user_study
66684beba2a2d24645a6d782,-0.9637328656961403,jsonc,user_study
66684d30d1a0d64a3a348c82,3.0628773426015625,yaml,user_study
666b0b42bb6fa2822fa27a32,-2.7593905341267893,json5,user_study
6680d2279263349cc005956a,2.354315662174899,json,user_study
6682a94b061954ae8483fb08,4.223455580022113,toml,user_study
66912d7bf9d35c08f6919958,-3.4883516600451054,json,user_study
6691809035e52ca9b2b0f39a,1.1260752216449577,yaml,user_study
669284eabea5b8c9655927da,-0.3529985068649013,yaml,user_study
6693ce87e76d32ccf07fbcd8,1.9453728943527,xml,user_study
6693d3ae2bd15cf7a058e6a7,-1.0024465671019647,json5,user_study
66ec8f7ce843d25227820f97,1.5862143118087753,hjson,user_study
6708da9c62672d0fe65b6683,-3.3945080816837345,jsonc,user_study
670f9ddb0e32533c222c3031,-4.030798558795359,json,user_study
67153c0d669d191ab273b865,-0.7430835294682252,yaml,user_study
6715c7aedee148c65c10509c,3.0606930482764763,yaml,user_study
67176f0792ed8c4064f61a2c,-0.8543357470441166,json,user_study
6717980047b565ab5b849317,0.6988990868477517,hjson,user_study
671bdd06525adeea062a1d73,2.272094006754636,json,user_study
671e39c25e5e3f340a6f21d4,-0.28890181303978035,jsonc,user_study
6723422d5f63c70998014b03,-3.9170123936655723,jsonc,user_study
672b5998daafdbf9c43a531b,-5.931756542172524,jsonc,user_study
672f51ea346fba23ddd5a793,0.8403548804051346,xml,user_study
6735b2a6112cf17b7b8df8d1,-0.6372878072044194,jsonc,user_study
6738d09a032bf7224008ce7e,0.7071519155246452,yaml,user_study
67406c1303bd39d206ff2b50,-0.2150771646918449,xml,user_study
674f479b2a4ef75e4551f258,-2.0214639964728596,json5,user_study
675330fb23080b9ae3ec8239,-0.8827963030289909,json5,user_study
675aaf0eb1b401136f37c475,0.4747086233194169,json,user_study
67792abbab2fa21bf3644c09,0.016097644222326235,hjson,user_study
677f8968bbb08bc37c8d2a4b,-1.266606596560178,xml,user_study
678526627e48ded12935af38,-0.6965281255351823,yaml,user_study
67895b7d6400163124042af7,-4.13438490748225,jsonc,user_study
678a94ff1cf9f0775cb89e69,-1.9733534063262015,hjson,user_study
678faf5b31008609fd85b185,-3.714268891708298,json5,user_study
67a8fa10b4db1990f7372f01,-0.8655887925096031,json5,user_study
67ab1d683813ed19603e1030,4.471511777996836,yaml,user_study
67aca6831f2b0b79416bdb6c,-4.545714458413349,xml,user_study
67b8636acd5ed420cc098b64,-0.3967968671086537,toml,user_study
67bf5ad9c5a4637861cfd21e,-1.0631393124300357,toml,user_study
67c045fa5074c5500ca40e76,-0.7307786623329473,xml,user_study
67c1dd323984fa84ae83e162,-2.6075090739934996,jsonc,user_study
67c6ed1e12728e4fe7a1edf6,-0.21402997571803323,jsonc,user_study
67caa7fe00179edfb74d3e1a,-2.2859681773002283,json5,user_study
67d0088c269b3e96d9ba6019,-1.7676259651605437,hjson,user_study
67d0251c804fc17732eb948a,0.6861804305519126,toml,user_study
67d03135f855dd0ff0994265,-1.0015478712760268,toml,user_study
67d11644421446068e1fec14,0.4380489379722451,toml,user_study
67d13a1ec91ae2216896de44,2.66206982788368,json,user_study
67d1cc8044430e99a7d91b4a,-0.4829712084498078,toml,user_study
67d24179c5bd87691f1fe036,2.9720872050762868,yaml,user_study
67d2a409ab3638e33fc417b9,-1.9108294118574207,hjson,user_study
67d2eaf9d5996dc6be1c7072,1.5694275758195404,xml,user_study
67da5ae29f57419143d2b99a,-1.6648237245422193,jsonc,user_study
67e0333064ddada0e2fc6f1e,0.17379886120625276,yaml,user_study
67f0d86fabc081fdc410e828,1.1405927787352446,yaml,user_study
67f4ea448eb6a2b293c1f2fc,1.9266587387771932,json,user_study
67f66486e35051403284eb5e,-1.7851776177937855,xml,user_study
680ebf035ab59d342f31726e,1.6107010400289061,hjson,user_study
681374d36d7bd7ccb6f914f5,2.4735406466654903,json5,user_study
68138e7f96395f4c5f3a0a87,-1.3421130170402717,json,user_study
6818ca1523ece90f671e3601,-0.9989275587285976,json,user_study
