participantId,task_id,score,score_z,format
67895b7d6400163124042af7,reading-task-1,1.0,0.41931393468876743,jsonc
67895b7d6400163124042af7,reading-task-2,0.0,-1.9110661718118185,jsonc
67895b7d6400163124042af7,reading-task-3,1.0,0.32108064953396787,jsonc
67895b7d6400163124042af7,reading-task-4,0.0,-1.1086778913041717,jsonc
67895b7d6400163124042af7,reading-task-config-5,0.0,-2.223610677354388,jsonc
659960f32faa4ff4b116de92,reading-task-1,1.0,0.41931393468876743,toml
659960f32faa4ff4b116de92,reading-task-2,1.0,0.5232681184722837,toml
659960f32faa4ff4b116de92,reading-task-3,1.0,0.32108064953396787,toml
659960f32faa4ff4b116de92,reading-task-4,1.0,0.901975233603394,toml
659960f32faa4ff4b116de92,reading-task-config-5,1.0,0.44971901339751674,toml
5f7f239e9b204e05b6c36538,reading-task-1,1.0,0.41931393468876743,json5
5f7f239e9b204e05b6c36538,reading-task-2,1.0,0.5232681184722837,json5
5f7f239e9b204e05b6c36538,reading-task-3,1.0,0.32108064953396787,json5
5f7f239e9b204e05b6c36538,reading-task-4,0.0,-1.1086778913041717,json5
5f7f239e9b204e05b6c36538,reading-task-config-5,0.0,-2.223610677354388,json5
67b8636acd5ed420cc098b64,reading-task-1,1.0,0.41931393468876743,toml
67b8636acd5ed420cc098b64,reading-task-2,1.0,0.5232681184722837,toml
67b8636acd5ed420cc098b64,reading-task-3,0.0,-3.1144823004794877,toml
67b8636acd5ed420cc098b64,reading-task-4,1.0,0.901975233603394,toml
67b8636acd5ed420cc098b64,reading-task-config-5,1.0,0.44971901339751674,toml
57ca4b09993b08000192297b,reading-task-1,1.0,0.41931393468876743,xml
57ca4b09993b08000192297b,reading-task-2,1.0,0.5232681184722837,xml
57ca4b09993b08000192297b,reading-task-3,1.0,0.32108064953396787,xml
57ca4b09993b08000192297b,reading-task-4,1.0,0.901975233603394,xml
57ca4b09993b08000192297b,reading-task-config-5,1.0,0.44971901339751674,xml
67d1cc8044430e99a7d91b4a,reading-task-1,1.0,0.41931393468876743,toml
67d1cc8044430e99a7d91b4a,reading-task-2,1.0,0.5232681184722837,toml
67d1cc8044430e99a7d91b4a,reading-task-3,1.0,0.32108064953396787,toml
67d1cc8044430e99a7d91b4a,reading-task-4,0.0,-1.1086778913041717,toml
67d1cc8044430e99a7d91b4a,reading-task-config-5,1.0,0.44971901339751674,toml
6693ce87e76d32ccf07fbcd8,reading-task-1,1.0,0.41931393468876743,xml
6693ce87e76d32ccf07fbcd8,reading-task-2,1.0,0.5232681184722837,xml
6693ce87e76d32ccf07fbcd8,reading-task-3,1.0,0.32108064953396787,xml
6693ce87e76d32ccf07fbcd8,reading-task-4,1.0,0.901975233603394,xml
6693ce87e76d32ccf07fbcd8,reading-task-config-5,1.0,0.44971901339751674,xml
680ebf035ab59d342f31726e,reading-task-1,1.0,0.41931393468876743,hjson
680ebf035ab59d342f31726e,reading-task-2,1.0,0.5232681184722837,hjson
680ebf035ab59d342f31726e,reading-task-3,1.0,0.32108064953396787,hjson
680ebf035ab59d342f31726e,reading-task-4,1.0,0.901975233603394,hjson
680ebf035ab59d342f31726e,reading-task-config-5,1.0,0.44971901339751674,hjson
67f0d86fabc081fdc410e828,reading-task-1,1.0,0.41931393468876743,yaml
67f0d86fabc081fdc410e828,reading-task-2,1.0,0.5232681184722837,yaml
67f0d86fabc081fdc410e828,reading-task-3,1.0,0.32108064953396787,yaml
67f0d86fabc081fdc410e828,reading-task-4,1.0,0.901975233603394,yaml
67f0d86fabc081fdc410e828,reading-task-config-5,1.0,0.44971901339751674,yaml
6691809035e52ca9b2b0f39a,reading-task-1,1.0,0.41931393468876743,yaml
6691809035e52ca9b2b0f39a,reading-task-2,1.0,0.5232681184722837,yaml
6691809035e52ca9b2b0f39a,reading-task-3,1.0,0.32108064953396787,yaml
6691809035e52ca9b2b0f39a,reading-task-4,1.0,0.901975233603394,yaml
6691809035e52ca9b2b0f39a,reading-task-config-5,1.0,0.44971901339751674,yaml
678faf5b31008609fd85b185,reading-task-1,0.0,-2.3848480035423645,json5
678faf5b31008609fd85b185,reading-task-2,0.0,-1.9110661718118185,json5
678faf5b31008609fd85b185,reading-task-3,1.0,0.32108064953396787,json5
678faf5b31008609fd85b185,reading-task-4,0.0,-1.1086778913041717,json5
678faf5b31008609fd85b185,reading-task-config-5,0.0,-2.223610677354388,json5
65e85a421f2dee53c62fbf45,reading-task-1,1.0,0.41931393468876743,json5
65e85a421f2dee53c62fbf45,reading-task-2,1.0,0.5232681184722837,json5
65e85a421f2dee53c62fbf45,reading-task-3,1.0,0.32108064953396787,json5
65e85a421f2dee53c62fbf45,reading-task-4,0.0,-1.1086778913041717,json5
65e85a421f2dee53c62fbf45,reading-task-config-5,1.0,0.44971901339751674,json5
666b0b42bb6fa2822fa27a32,reading-task-1,1.0,0.41931393468876743,json5
666b0b42bb6fa2822fa27a32,reading-task-2,0.0,-1.9110661718118185,json5
666b0b42bb6fa2822fa27a32,reading-task-3,0.0,-3.1144823004794877,json5
666b0b42bb6fa2822fa27a32,reading-task-4,0.0,-1.1086778913041717,json5
666b0b42bb6fa2822fa27a32,reading-task-config-5,1.0,0.44971901339751674,json5
6708da9c62672d0fe65b6683,reading-task-1,0.0,-2.3848480035423645,jsonc
6708da9c62672d0fe65b6683,reading-task-2,0.0,-1.9110661718118185,jsonc
6708da9c62672d0fe65b6683,reading-task-3,1.0,0.32108064953396787,jsonc
6708da9c62672d0fe65b6683,reading-task-4,0.0,-1.1086778913041717,jsonc
6708da9c62672d0fe65b6683,reading-task-config-5,1.0,0.44971901339751674,jsonc
60f70af563ef757f65e750e0,reading-task-1,1.0,0.41931393468876743,xml
60f70af563ef757f65e750e0,reading-task-2,1.0,0.5232681184722837,xml
60f70af563ef757f65e750e0,reading-task-3,1.0,0.32108064953396787,xml
60f70af563ef757f65e750e0,reading-task-4,0.0,-1.1086778913041717,xml
60f70af563ef757f65e750e0,reading-task-config-5,1.0,0.44971901339751674,xml
670f9ddb0e32533c222c3031,reading-task-1,0.0,-2.3848480035423645,json
670f9ddb0e32533c222c3031,reading-task-2,1.0,0.5232681184722837,json
670f9ddb0e32533c222c3031,reading-task-3,0.0,-3.1144823004794877,json
670f9ddb0e32533c222c3031,reading-task-4,1.0,0.901975233603394,json
670f9ddb0e32533c222c3031,reading-task-config-5,0.0,-2.223610677354388,json
67d03135f855dd0ff0994265,reading-task-1,1.0,0.41931393468876743,toml
67d03135f855dd0ff0994265,reading-task-2,1.0,0.5232681184722837,toml
67d03135f855dd0ff0994265,reading-task-3,1.0,0.32108064953396787,toml
67d03135f855dd0ff0994265,reading-task-4,0.0,-1.1086778913041717,toml
67d03135f855dd0ff0994265,reading-task-config-5,1.0,0.44971901339751674,toml
674f479b2a4ef75e4551f258,reading-task-1,1.0,0.41931393468876743,json5
674f479b2a4ef75e4551f258,reading-task-2,1.0,0.5232681184722837,json5
674f479b2a4ef75e4551f258,reading-task-3,1.0,0.32108064953396787,json5
674f479b2a4ef75e4551f258,reading-task-4,0.0,-1.1086778913041717,json5
674f479b2a4ef75e4551f258,reading-task-config-5,0.0,-2.223610677354388,json5
5ee4a14b578f8a000b384376,reading-task-1,1.0,0.41931393468876743,yaml
5ee4a14b578f8a000b384376,reading-task-2,1.0,0.5232681184722837,yaml
5ee4a14b578f8a000b384376,reading-task-3,1.0,0.32108064953396787,yaml
5ee4a14b578f8a000b384376,reading-task-4,1.0,0.901975233603394,yaml
5ee4a14b578f8a000b384376,reading-task-config-5,1.0,0.44971901339751674,yaml
63af557b3d4f219c3226b7d6,reading-task-1,1.0,0.41931393468876743,yaml
63af557b3d4f219c3226b7d6,reading-task-2,1.0,0.5232681184722837,yaml
63af557b3d4f219c3226b7d6,reading-task-3,1.0,0.32108064953396787,yaml
63af557b3d4f219c3226b7d6,reading-task-4,1.0,0.901975233603394,yaml
63af557b3d4f219c3226b7d6,reading-task-config-5,1.0,0.44971901339751674,yaml
65583ffa38bfc41805a553cd,reading-task-1,1.0,0.41931393468876743,hjson
65583ffa38bfc41805a553cd,reading-task-2,1.0,0.5232681184722837,hjson
65583ffa38bfc41805a553cd,reading-task-3,1.0,0.32108064953396787,hjson
65583ffa38bfc41805a553cd,reading-task-4,0.0,-1.1086778913041717,hjson
65583ffa38bfc41805a553cd,reading-task-config-5,1.0,0.44971901339751674,hjson
66684d30d1a0d64a3a348c82,reading-task-1,1.0,0.41931393468876743,yaml
66684d30d1a0d64a3a348c82,reading-task-2,1.0,0.5232681184722837,yaml
66684d30d1a0d64a3a348c82,reading-task-3,1.0,0.32108064953396787,yaml
66684d30d1a0d64a3a348c82,reading-task-4,1.0,0.901975233603394,yaml
66684d30d1a0d64a3a348c82,reading-task-config-5,1.0,0.44971901339751674,yaml
60ec51c51a3158a50ded8a3e,reading-task-1,1.0,0.41931393468876743,json5
60ec51c51a3158a50ded8a3e,reading-task-2,1.0,0.5232681184722837,json5
60ec51c51a3158a50ded8a3e,reading-task-3,1.0,0.32108064953396787,json5
60ec51c51a3158a50ded8a3e,reading-task-4,1.0,0.901975233603394,json5
60ec51c51a3158a50ded8a3e,reading-task-config-5,1.0,0.44971901339751674,json5
671bdd06525adeea062a1d73,reading-task-1,1.0,0.41931393468876743,json
671bdd06525adeea062a1d73,reading-task-2,1.0,0.5232681184722837,json
671bdd06525adeea062a1d73,reading-task-3,1.0,0.32108064953396787,json
671bdd06525adeea062a1d73,reading-task-4,1.0,0.901975233603394,json
671bdd06525adeea062a1d73,reading-task-config-5,1.0,0.44971901339751674,json
6647e8618c77f7b938865d25,reading-task-1,1.0,0.41931393468876743,json5
6647e8618c77f7b938865d25,reading-task-2,0.0,-1.9110661718118185,json5
6647e8618c77f7b938865d25,reading-task-3,1.0,0.32108064953396787,json5
6647e8618c77f7b938865d25,reading-task-4,0.0,-1.1086778913041717,json5
6647e8618c77f7b938865d25,reading-task-config-5,1.0,0.44971901339751674,json5
613a541cf948d295c1df8752,reading-task-1,1.0,0.41931393468876743,jsonc
613a541cf948d295c1df8752,reading-task-2,1.0,0.5232681184722837,jsonc
613a541cf948d295c1df8752,reading-task-3,1.0,0.32108064953396787,jsonc
613a541cf948d295c1df8752,reading-task-4,1.0,0.901975233603394,jsonc
613a541cf948d295c1df8752,reading-task-config-5,1.0,0.44971901339751674,jsonc
5e5c993cd0394c474f7cc502,reading-task-1,1.0,0.41931393468876743,toml
5e5c993cd0394c474f7cc502,reading-task-2,1.0,0.5232681184722837,toml
5e5c993cd0394c474f7cc502,reading-task-3,1.0,0.32108064953396787,toml
