participantId,task,num_wrong_attempts,correct,format
56cb8858edf8da000b6df354,tutorial_quiz,0,1.0,hjson
57c357770e6a1f00015f6038,tutorial_quiz,1,1.0,json
5b68c9eb87af310001584803,tutorial_quiz,3,1.0,json5
5c6414540821d30001046198,tutorial_quiz,2,1.0,hjson
5d30dfa68b1523000134878f,tutorial_quiz,3,1.0,json
5d766978f47e6200019a2acf,tutorial_quiz,2,1.0,yaml
5dafea4de40355001651fa2f,tutorial_quiz,8,0.5,jsonc
5e3b5fa9255e7a37bc841135,tutorial_quiz,1,1.0,json
5e8a5a892f6f027054a83d88,tutorial_quiz,3,1.0,toml
5ecc71c95c92c2000a9e9a19,tutorial_quiz,6,0.5,jsonc
5f29eff59714081a3594a331,tutorial_quiz,2,1.0,json
60721c2da01b3a616edba9a7,tutorial_quiz,3,1.0,xml
607728dc0b4f8590b94ae57c,tutorial_quiz,4,1.0,jsonc
60a0b744298c64d46b63e893,tutorial_quiz,4,1.0,hjson
60f1f1d4ac991a259b83f603,tutorial_quiz,9,1.0,json
60fce3df91350150e2e88423,tutorial_quiz,1,1.0,yaml
61267b828ead584bcf092e35,tutorial_quiz,3,1.0,hjson
615200d54efc832849db2259,tutorial_quiz,5,1.0,json
62fd14d7b1e0729dc8aadb79,tutorial_quiz,1,1.0,xml
637d8ca00150ac6e71a34ec9,tutorial_quiz,1,1.0,yaml
63e5b3e89a3823139cb9d35e,tutorial_quiz,1,1.0,toml
64275e53f51a5ed4f6b7d019,tutorial_quiz,1,1.0,toml
64457bc906c125cebd4bf66b,tutorial_quiz,8,0.5,json5
6501c0a2e788b5556c24569d,tutorial_quiz,2,1.0,xml
6577a27da9f5297d49f38e6f,tutorial_quiz,5,1.0,hjson
65be552ceed6a0595fa1feb5,tutorial_quiz,4,1.0,json
65cf6d8a589a67afcab54e6f,tutorial_quiz,1,1.0,hjson
65fad673a546ab14baf2f8d3,tutorial_quiz,2,1.0,json5
66049694dfb8828a8f3dce70,tutorial_quiz,1,1.0,yaml
6606b31155457e4f162ecf5a,tutorial_quiz,5,1.0,json5
66475d6f7b27e4443ef0d031,tutorial_quiz,5,1.0,json
665c5d94303fdf202ac9ded0,tutorial_quiz,4,1.0,toml
6672d878f68b9e349b56e871,tutorial_quiz,5,1.0,toml
6675c40cdc52b37294f0514e,tutorial_quiz,6,0.5,hjson
66781db404eab5e142f849d9,tutorial_quiz,8,0.5,jsonc
667971a555af1f83d3f29ae7,tutorial_quiz,0,1.0,hjson
667983594f7d5d70a78c6e5a,tutorial_quiz,6,1.0,json
667ac09492ea0caadf488520,tutorial_quiz,10,0.0,json
667c18ace97ab6869cb1c50e,tutorial_quiz,2,1.0,hjson
667c2175b570aa694ce2f63c,tutorial_quiz,8,1.0,toml
6697c8b6d9d7baa7edd8c4d3,tutorial_quiz,4,1.0,hjson
66992f58a7964f557fc75f58,tutorial_quiz,7,0.5,toml
669a84e18da4349ece0ea67c,tutorial_quiz,6,0.5,xml
669b961e1c9cf30a26bb57d2,tutorial_quiz,2,1.0,xml
66a662a0a709312db9de01f2,tutorial_quiz,10,0.0,jsonc
66a9285501ac98053902d481,tutorial_quiz,1,1.0,toml
66b0d065329001a04e5ae671,tutorial_quiz,2,1.0,json
66b246951b9aefec80b7158a,tutorial_quiz,3,1.0,json
66bb6b7e0ccbed81f3ed30a8,tutorial_quiz,5,1.0,xml
66cdfebcb908ea2717d06b6c,tutorial_quiz,2,1.0,hjson
671a519900a99ebc15a67672,tutorial_quiz,2,1.0,yaml
671b65fe04c301eb14263ba5,tutorial_quiz,7,1.0,toml
672003022f1b667a20157c45,tutorial_quiz,7,0.5,yaml
672ca6c0324ac26cdc0dd298,tutorial_quiz,5,1.0,json5
672d98919cc177d28c204e76,tutorial_quiz,4,1.0,json5
6734346ca8e90c2da6fb4509,tutorial_quiz,4,1.0,jsonc
673c13c9d37c8a73bc80b8ce,tutorial_quiz,3,1.0,json
673d0377254c407e5da57f97,tutorial_quiz,0,1.0,toml
673e43cc760355e9e4f042a3,tutorial_quiz,10,1.0,json5
6740ae39809389d7da9de209,tutorial_quiz,6,0.5,xml
6753746b1f8827e2bd586bf0,tutorial_quiz,3,1.0,xml
677c52fe648cd68583dd3b1e,tutorial_quiz,7,0.5,xml
677d185800ab83d1b0185d82,tutorial_quiz,3,1.0,jsonc
677d32c679491be18090225b,tutorial_quiz,6,1.0,xml
6784ff2095dd9b97e969b01f,tutorial_quiz,10,0.0,jsonc
6787d648d7b1963c661f9443,tutorial_quiz,5,1.0,json5
6787e4bd2bf9557a90208f03,tutorial_quiz,5,0.5,yaml
6788c1c724c24dc56b08790a,tutorial_quiz,5,1.0,json5
678bad003d15e6aba1ee5a5d,tutorial_quiz,4,1.0,jsonc
678f0bb28ec3307e4f1afb78,tutorial_quiz,3,1.0,hjson
67a754a5c8614c52a939d87b,tutorial_quiz,5,1.0,hjson
67ab214c2cde1be7c45535ac,tutorial_quiz,1,1.0,jsonc
67ab57e88fd0774428bd1f32,tutorial_quiz,3,1.0,xml
67ab650c320eccf6141d4010,tutorial_quiz,6,0.5,jsonc
67adb27bd5f5776fcb16da62,tutorial_quiz,4,1.0,hjson
67adb520391eb17f214a50b4,tutorial_quiz,1,1.0,yaml
67aee0dfad3492b61a9ba0eb,tutorial_quiz,3,1.0,jsonc
67bf88cc763aae600b429a3e,tutorial_quiz,6,0.5,toml
67c246023b44ca64d40ae45a,tutorial_quiz,9,0.5,json5
67cb01a82dda2577eb6ee320,tutorial_quiz,3,1.0,json
67cd944859dabbd1d4552d39,tutorial_quiz,7,0.5,json
67d00f24466a67ba7e41228e,tutorial_quiz,8,0.5,toml
67d1283c8f6169900d0072d2,tutorial_quiz,8,1.0,yaml
67d163e7b7bcc1e9718e01da,tutorial_quiz,2,1.0,json5
67d188bcc201cc08eac23f92,tutorial_quiz,8,0.5,json5
67d29234dbfdb6668d124115,tutorial_quiz,3,1.0,yaml
67d548b5aa5737666a77a6d2,tutorial_quiz,8,0.5,json5
67d7fa657f5ac0292a291a38,tutorial_quiz,4,1.0,hjson
67d95269b47464c18da766ca,tutorial_quiz,9,0.5,xml
67d9788747176969d8d0fa1d,tutorial_quiz,3,1.0,hjson
67dc19c31078d1581e39e75a,tutorial_quiz,6,1.0,yaml
67debe02a893eea51e8d02f2,tutorial_quiz,5,1.0,json
67e12acb51605ac16c227598,tutorial_quiz,8,1.0,jsonc
67e17bac09359e09118892b4,tutorial_quiz,4,1.0,json5
67e25388d573ec2d5f1c8442,tutorial_quiz,4,1.0,yaml
67e4920c40c9561040ca01d0,tutorial_quiz,7,1.0,xml
67e571bef6af7ecd9c29ad72,tutorial_quiz,7,1.0,json
67e5cf90b79d0874e1cf16b0,tutorial_quiz,1,1.0,toml
67eefd0739d752c54dd52686,tutorial_quiz,10,0.0,toml
67eff2b1a264260e948a4d14,tutorial_quiz,3,1.0,xml
67f0c5d37f91ceae5cb3b318,tutorial_quiz,8,0.5,jsonc
